Title,Authors,Year,Keywords,Abstract,URL,Relevance
THE DEVELOPMENT OF NEW WEBSITE FOR ENTREPRENEURSHIP EDUCATION: UNDERSTANDING USER REQUIREMENTS,"S Phuengpunum, K Piromsopa… - … of Entrepreneurship …, 2020 - search.proquest.com",2020 - search.proquest.com,,"… Therefore, the university should provide entrepreneurship incubation for the students to have 
… country’s policy on ICT to encourage smart Thailand society by employing ICT as a pillar in …",https://search.proquest.com/openview/148872f5223bbc5becbcb822ff985ebf/1?pq-origsite=gscholar&cbl=28224,True
Comparative Study on Selected Models of Entrepreneurship Education,"DU Tatpuje, V Jadhav… - … Management & Extension …, 2021 - journals.sagepub.com",2021 - journals.sagepub.com,,"… It is well suited to deliver and develop entrepreneurial capacity in students and graduates. … 
develop collaborations with the creative industries for curriculum delivery and development. …",https://journals.sagepub.com/doi/pdf/10.1177/09708464211073486,True
[BOOK][B] Technology and Entrepreneurship Education,"D Hyams-Ssekasi, N Yasin - 2022 - Springer",N Yasin - 2022 - Springer,,"… educators should read this book because it will provide them with example practices and … 
7.1 A framework for instructor-AI collaboration in a studentcentered entrepreneurship education …",https://link.springer.com/content/pdf/10.1007/978-3-030-84292-5.pdf,True
Entrepreneurship education in China,"J Li, Y Zhang, H Matlay - Education+ Training, 2003 - emerald.com",2003 - emerald.com,,"… In other words, what should entrepreneurship education focus on in China and what results 
could it realistically deliver? In addressing … It emphasises the raising of student awareness of …",https://www.emerald.com/insight/content/doi/10.1108/00400910310508883/full/html,True
Entrepreneurship Education Development in the Context of Tourism in Oman,"M Kukreti, MR Dileep, A Dangwal - Entrepreneurship Education in …, 2022 - igi-global.com",2022 - igi-global.com,,"… entrepreneurship and to deliver entrepreneurship education to the youth, unemployed and 
students. The … to deliver the entrepreneurship foundation for creating new ICT projects to the …",https://www.igi-global.com/chapter/entrepreneurship-education-development-in-the-context-of-tourism-in-oman/311895,True
An investigation on the impact of technological enablement on the success of entrepreneurial adoption among higher education students: a comparative study,"KH Keoy, CL Thong, AK Cherukuri, YJ Koh… - Journal of Information …, 2022 - World Scientific",2022 - World Scientific,,"… Therefore, this research aims to provide an insight regarding the impact of education … , it is 
believed that entrepreneurship education can motivate the students towards entrepreneurship …",https://www.worldscientific.com/doi/abs/10.1142/S0219649222500605,True
[PDF][PDF] Restructuring Entrepreneurship Education Delivery Towards Functional Education In The 21 st Century,"OJ Adekoya, OE Ajisafe, JO Ogboru - ijiras.com",JO Ogboru - ijiras.com,,"… It delves into the meaning of entrepreneurship education and functional … must pay special 
attention for entrepreneurship education in order to expand the student's capabilities for the …",https://www.ijiras.com/2016/Vol_3-Issue_5/paper_10.pdf,True
Entrepreneurship education's impact on South Africa's economic growth and development,"IB Omoniyi, GT Bongani - Academy of Entrepreneurship …, 2022 - search.proquest.com",2022 - search.proquest.com,,"… As a result, it was suggested that entrepreneurship education in … on how to provide 
entrepreneurship education is required. … in the entrepreneurship education process is the …",https://search.proquest.com/openview/e7edbea6704325bc83a125c580ef369c/1?pq-origsite=gscholar&cbl=29726,True
Distance and online entrepreneurship education in India,"AK Dwivedi - Available at SSRN 2992018, 2017 - papers.ssrn.com",2017 - papers.ssrn.com,,"… to deliver education to students who are not physically on site"". Distance Education “is a 
process to create and provide … and online programmes on Entrepreneurship it is discouraging. …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2992018,True
Entrepreneurship as a career option for information technology students: Critical barriers and the role of motivation,"I Sitaridis, F Kitsios - Journal of the Knowledge Economy, 2019 - Springer",2019 - Springer,,"… Entrepreneurship education should stimulate the desire for … This finding points out the 
responsibility of contemporary education in IT-related faculties to provide students with the means …",https://link.springer.com/article/10.1007/s13132-018-0519-z,True
[CITATION][C] Implementation of entrepreneurship education for selfreliance in public secondary schools in Rivers State,"BW Dike, OJ Effanga - International Journal of Institutional Leadership, Policy …, 2020",2020,,,,True
Entrepreneurship education at tertiary institutions in Rwanda: a situation analysis,R Niyonkuru - 2005 - etd.uwc.ac.za,R Niyonkuru - 2005 - etd.uwc.ac.za,,"… developed to prepare students for entrepreneurship as a career … entrepreneurship education 
as used in this thesis, it is essential to provide an admissible definition of entrepreneurship …",https://etd.uwc.ac.za/handle/11394/1637,True
Entrepreneurship education for further education and training college lecturers,"M Motsoeneng, S Mahlomaholo - … and Entrepreneurship: ICIE, 2015 - books.google.com",2015 - books.google.com,,"… YES centres provide practical services supporting EE for … part of the syllabus for 
entrepreneurship student. During the interaction … information about the business idea, again …",https://books.google.com/books?hl=en&lr=&id=-RB2BwAAQBAJ&oi=fnd&pg=PA120&dq=deliver+entrepreneurship+education+to+ict+students&ots=Mkd2yjzOKw&sig=WLBl6LJRYWePt5vgYltuxBNJMZs,True
[PDF][PDF] Information and Communication Technology (ICT): An indispensable tool for functional Entrepreneurship Education,"RE UBOGU - Faculty of Education, DELSU proceedings of the …, 2011 - researchgate.net",2011 - researchgate.net,,"… empowerment of indigenous entrepreneurs to spur corporate … capital, provide sustainable 
employment and deliver good … ’s educational system and giving students a better education. …",https://www.researchgate.net/profile/Rowel-Ubogu/publication/361614153_Theme_ICT_and_Educational_Development_in_Africa_286_INFORMATION_AND_COMMUNICATION_TECHNOLOGY_ICT_AN_INDISPENSABLE_TOOL_FOR_FUNCTIONAL_ENTREPRENEURSHIP_EDUCATION/links/62bc6e805e258e67e10f5d8b/Theme-ICT-and-Educational-Development-in-Africa-286-INFORMATION-AND-COMMUNICATION-TECHNOLOGY-ICT-AN-INDISPENSABLE-TOOL-FOR-FUNCTIONAL-ENTREPRENEURSHIP-EDUCATION.pdf,True
"e-Learning in business and entrepreneurship: Evidence from Serbia, Iran, and India","M Radovic Markovic, A Salamzadeh… - … and Entrepreneurship, 2012 - papers.ssrn.com",2012 - papers.ssrn.com,,"… hand, has made the UT offer virtual learning as a new way for delivering entrepreneurship … 
elearning technology to entrepreneurship education. However, it is important to determine if e-…",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2203718,True
The impact of entrepreneurship education on entrepreneurship skills and motivation,"H Oosterbeek, M Van Praag, A Ijsselstein - European economic review, 2010 - Elsevier",2010 - Elsevier,,"… analyzes the impact of a leading entrepreneurship education program on college students’ 
… vocational education provide more practically oriented programs and the Bachelor degree it …",https://www.sciencedirect.com/science/article/pii/S0014292109000932,True
THE IMPACT OF ENTREPRENEURSHIP EDUCATION IN HIGHER EDUCATION ON THE GROWTH OF STARTUP COMPANIES,"I Zulfikar - … and Development Journal of Education, 2022 - journal.lppmunindra.ac.id",2022 - journal.lppmunindra.ac.id,,"… that provide entrepreneurship education programs for students … The results of this research 
can provide insight into the … success of their business idea and develop it into a concept that …",https://journal.lppmunindra.ac.id/index.php/RDJE/article/view/16554,True
Examining the formation of human capital in entrepreneurship: A meta-analysis of entrepreneurship education outcomes,"BC Martin, JJ McNally, MJ Kay - Journal of business venturing, 2013 - Elsevier",2013 - Elsevier,,"… assets it creates and the entrepreneurial outcomes to which it … attitudes toward 
entrepreneurship among students who attend … Finally, we provide recommendations to future …",https://www.sciencedirect.com/science/article/pii/S0883902612000602,True
"Assessment Of Entrepreneurship Education As A Tool For Self-Reliance In Colleges Of Education In Adamawa State, Nigeria","A USMAN, K Thomas, I Gambo - … Journal of Entrepreneurship …, 2022 - journal.adpebi.com",2022 - journal.adpebi.com,,"… score =2.63) it was concluded that education focuses on the … ship after graduation in 
entrepreneurship course as students’ industrial work experience scheme programme for all students …",https://journal.adpebi.com/index.php/IJEBM/article/view/117,True
Role of ICT enabled Cloud Learning Management System tools in Fostering Entrepreneurship Amongst Youth,"V Aggarwal, S Dash, PD Yadav… - 2022 2nd International …, 2022 - ieeexplore.ieee.org",2022 - ieeexplore.ieee.org,,"… the entrepreneurship education and foster the entrepreneurship … systems are under pressure 
to deliver broad literacy at the … intentions of learners? And does technology adoption or use …",https://ieeexplore.ieee.org/abstract/document/9754158/,True
Distributed student team work in challenge-based innovation and entrepreneurship (i&e) course,"G Pisoni, J Segovia, M Stoycheva… - … Technologies for Education …, 2020 - Springer",2020 - Springer,,"… Recently, also entrepreneurship education is growing on popularity and universities use … 
network of High Educational Institutions works together to provide cutting-edge ICT education in …",https://link.springer.com/chapter/10.1007/978-3-030-38778-5_18,True
[HTML][HTML] Random Matrix Model for the Ecological Model of Innovation and Entrepreneurship Education for College Students,"F Yang - Mathematical Problems in Engineering, 2022 - hindawi.com",2022 - hindawi.com,,"… , it analyzes the ecological role relationship of the various elements of entrepreneurship 
education … on the setting of entrepreneurship courses, the entrepreneurship education led by the …",https://www.hindawi.com/journals/mpe/2022/2103614/,True
Entrepreneurship Education in Vocational High School: Does it Really Work?,"T Kurniawati, T Abeng - Unima International Conference on …, 2023 - atlantis-press.com",2023 - atlantis-press.com,,"… ship learning in vocational school will be analyzed using SEEQ (… provide quality assurance 
for students and graduates. Overall, students’ assessments of entrepreneurship education …",https://www.atlantis-press.com/proceedings/unicssh-22/125983882,True
Construction of Local Undergraduate Entrepreneurship Education System Based on Collaborative Innovation,"W Wei, L Hong - Forest Chemicals Review, 2021 - forestchemicalsreview.com",2021 - forestchemicalsreview.com,,"… , and the content of entrepreneurship education for students becomes a mere formality. … 
the field of entrepreneurship education makes it difficult to provide sustained intellectual support …",http://www.forestchemicalsreview.com/index.php/JFCR/article/view/326,True
A patent-based model of entrepreneurship education in Brazil,"GMC Cavalheiro, MB Cavalheiro, S Mariano - Education+ Training, 2020 - emerald.com",2020 - emerald.com,,"… that it is hard to provide a very accurate estimate, but it is … We provide empirical evidence of 
the results observed on how … to help undergraduate business students understanding the role …",https://www.emerald.com/insight/content/doi/10.1108/ET-07-2019-0164/full/html,True
Analysis of the demand characteristics of College Students' Innovative Entrepreneurship Education,"Q Li - 3rd Annual International Conference on Social Science …, 2017 - atlantis-press.com",2017 - atlantis-press.com,,"… According to the survey of college students ' educational demand, it can provide reference 
for the development of innovation and entrepreneurship education reform in colleges and …",https://www.atlantis-press.com/proceedings/sschd-17/25884706,True
Factors affecting entrepreneurial intention levels: a role for education,"F Liñán, JC Rodríguez-Cohard… - … entrepreneurship and …, 2011 - Springer",2011 - Springer,,"… it on a representative sample of final-year university students… institutional framework will 
also directly provide a greater … for a wider entrepreneurship education programme, including …",https://link.springer.com/article/10.1007/s11365-010-0154-z,True
Implementation of a digital workplace strategy to drive behavior change and improve competencies,"I Hamburg - Strategy and Behaviors in the Digital Economy, 2019 - books.google.com",2019 - books.google.com,,"… entrepreneurs and of entrepreneurship education and how it … The digital workplace initiative 
will provide staff with the right IT … career, it is necessary that students understand what means …",https://books.google.com/books?hl=en&lr=&id=6hb9DwAAQBAJ&oi=fnd&pg=PA19&dq=deliver+entrepreneurship+education+to+ict+students&ots=Lh32J_VZtd&sig=lETvAZoQ6JbKq04rI-6UhE2XM70,True
[PDF][PDF] Practical methods in entrepreneurship education: A study with STEM students,B Hammoda - researchgate.net,B Hammoda - researchgate.net,,"… what is being delivered, to how it is delivered and using … students to do things as part of 
the entrepreneurial learning process and not to concentrate solely on the content they deliver …",https://www.researchgate.net/profile/Basel-Hammoda/publication/360836226_Practical_methods_in_entrepreneurship_education_A_study_with_STEM_students/links/628deca76daa0406c611c2ad/Practical-methods-in-entrepreneurship-education-A-study-with-STEM-students.pdf,True
[PDF][PDF] Enterprise Education,"D Stamatis, B Hansson, TA Hjeltnes… - … for Entrepreneurship … - researchgate.net",TA Hjeltnes… - … for Entrepreneurship … - researchgate.net,,"… -Learning course for Entrepreneurship Education, aiming to young ICT professionals willing 
… could guide students to act as entrepreneurs from the very beginning of the delivery of the …",https://www.researchgate.net/profile/Radostin-Vazov/publication/335465046_Innovation_leadership_as_a_key_concept_in_entrepreneurship_The_8th_International_Conference_for_Entrepreneurship_Innovation_and_Regional_Development_University_of_Sheffield/links/5d6790c8a6fdccf343fbd55d/Innovation-leadership-as-a-key-concept-in-entrepreneurship-The-8th-International-Conference-for-Entrepreneurship-Innovation-and-Regional-Development-University-of-Sheffield.pdf#page=704,True
E-learning: The cornerstone to transferring entrepreneurship knowledge,"C Hegarty - Information technology entrepreneurship and …, 2008 - igi-global.com",2008 - igi-global.com,,"… provide preparatory entrepreneurship education. The objective of enterprise training or 
entrepreneurial learning as it … is largely to provide continual entrepreneurial learning(Garavan & O…",https://www.igi-global.com/chapter/information-technology-entrepreneurship-innovation/23645,True
Youth programmes and entrepreneurship education at the higher school level in sub-Saharan Africa,"TM Obamuyi, GO Iriobe, TS Afolabi - Enterprising Africa, 2020 - taylorfrancis.com",2020 - taylorfrancis.com,,"… and helps identify and monitor students’ progress through entrepreneurship education. … to 
deliver in the area of entrepreneurship education It has been established that the essence of …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429427725-14/youth-programmes-entrepreneurship-education-higher-school-level-sub-saharan-africa-tomola-obamuyi-grace-iriobe-taofeek-afolabi,True
Entrepreneurship as the unsung hero during the current COVID-19 economic crisis: Australian perspectives,"A Maritz, A Perenyi, G De Waal, C Buck - Sustainability, 2020 - mdpi.com",2020 - mdpi.com,,"… This paper aims to provide entrepreneurship insights, … now is for the provision of 
Entrepreneurship Education (EE). A … It seems likely that post Covid-19 entrepreneurs will shape a …",https://www.mdpi.com/735204,True
[PDF][PDF] Let's Start Talking: University Accelerators and Their Strategic Intent Alignment with Entrepreneurship Education in Indonesia.,"A Maritz, S Arisian, E Ardyan… - … : Manajemen Ide dan …, 2023 - journal3.uin-alauddin.ac.id",2023 - journal3.uin-alauddin.ac.id,,"… -effort of students' nascent startups rather than educational impacts. … in broader entrepreneurial 
ecosystems may deliver a better … , it has been shown that only two accelerators provide …",https://journal3.uin-alauddin.ac.id/index.php/minds/article/view/32949/16891,True
Teachers' practices of entrepreneurship education in cooperation with companies,K Sommarström - 2022 - lutpub.lut.fi,K Sommarström - 2022 - lutpub.lut.fi,,"… , it can be argued that it is difficult for teachers to implement entrepreneurship education if 
they … schools provide students with entrepreneurship education (Finnish National Agency for …",https://lutpub.lut.fi/handle/10024/163763,True
"[PDF][PDF] Developing an entrepreneurship education eco-system at University Kebangsaan Malaysia (UKM): A critical analysis on teaching, learning and knowledge …","M Berma, R Shamshubaridah, S Faridah… - Proceedings of the …, 2012 - academia.edu",2012 - academia.edu,,"… To be effective, entrepreneurship education needs to be innovative and it needs to operate in 
an … as the curriculum has to provide stand-alone courses that can educate the students with …",https://www.academia.edu/download/31030546/P_P-2012-Madeline-final.pdf,True
[HTML][HTML] Twenty years of entrepreneurship education: a bibliometric analysis,"A Sreenivasan, M Suresh - Entrepreneurship Education, 2023 - Springer",2023 - Springer,,"… for institutions delivering entrepreneurship education and … highlighting it as a novel effect 
of entrepreneurship education… students’ entrepreneurship education and entrepreneurial …",https://link.springer.com/article/10.1007/s41959-023-00089-z,True
The state of entrepreneurship education in Portugal: an empirical study on a nascent system in the European Union policy framework,DT Redford - 2008 - search.proquest.com,DT Redford - 2008 - search.proquest.com,,"… Thus, access to entrepreneurship education for all students … that would provide support for 
this sort of reform effort. … documentation, it was decided that entrepreneurship education would …",https://search.proquest.com/openview/71b905693af27922389daf4cda9ddf7a/1?pq-origsite=gscholar&cbl=2026366,True
[BOOK][B] Entrepreneurship Education in Non-Business Schools: Best practice for Australian contexts of knowledge and innovation communities,C Collet - 2011 - eprints.qut.edu.au,C Collet - 2011 - eprints.qut.edu.au,,"… It would seem that we are witnessing a collision between the age-old problems of delivering 
efficacious and successful entrepreneurship … ’s program, personnel and students. Each also …",https://eprints.qut.edu.au/72841/,True
[PDF][PDF] Establishing Methods of Entrepreneurship Education in Nurturing New Entrepreneurs: Exploring entrepreneurial practices,"A Murray, R Crammond, K Omeihe… - … of Higher Education …, 2018 - aura.abdn.ac.uk",2018 - aura.abdn.ac.uk,,"… how it nurtures student entrepreneurial attitudes. Although … , delivery, and support are 
intertwined and driven by the … As this paper aims to assert entrepreneurial practices, it involved a …",https://aura.abdn.ac.uk/bitstream/handle/2164/15983/Murray_et_al_JHESM_EstablishingSuccesfulMethods_VoR.pdf?sequence=1,True
Developing entrepreneurial intentions in emerging markets: a comprehensive review of educational factors,"Z Abdallah, MHA Khasawneh… - … of Innovation and …, 2023 - inderscienceonline.com",2023 - inderscienceonline.com,,"… of entrepreneurship education on graduates’ entrepreneurial intentions in emerging markets. 
It examines the effect of student, … to provide new aspects of the entrepreneurial education …",https://www.inderscienceonline.com/doi/pdf/10.1504/IJIL.2023.128873,True
Entrepreneurship Education and Learning for Full Employment,"RA Irmiya, KA Tiamiyu, SV Ayuba - KIU Journal of Humanities, 2019 - ijhumas.com",2019 - ijhumas.com,,"… It was on this basis that government was asked to provide conducive macroeconomic policy 
environment, robust entrepreneurship education, … provide students with entrepreneurship …",http://ijhumas.com/ojs/index.php/kiuhums/article/view/469,True
THE EFFECT OF ENTREPRENEURSHIP EDUCATION AND FAMILY ENTREPRENEURSHIP ON STUDENT ENTREPRENEURSHIP INTENTION,"MK Mawardi, RAM Sahputri - Jurnal Aplikasi Manajemen, 2022 - jurnaljam.ub.ac.id",2022 - jurnaljam.ub.ac.id,,"… We argue that if entrepreneurship education is supported with personal experience in 
entrepreneurship, it will have a more significant effect on entrepreneurial intentions. According to …",https://jurnaljam.ub.ac.id/index.php/jam/article/view/2744,True
[PDF][PDF] Assessment of the status of Teaching and Learning of Entrepreneurship Education in Universities in Rivers State,"WA Amaewhule, N Wechie - 2021 - seahipaj.org",N Wechie - 2021 - seahipaj.org,,"… business education emphasize less on theory delivery than practical … Entrepreneurship 
Education curriculum is relevant once it … , Entrepreneurship Education seeks to provide students (…",https://seahipaj.org/journals-ci/sept-2021/IJIER/full/IJIER-S-21-2021.pdf,True
[PDF][PDF] Entrepreneurship education for library and information science professionals in Nigeria: a critical review,"CE Ogar, WO Nkanu, EBE Eyo - … -disciplinary Journal of …, 2014 - globalacademicgroup.com",2014 - globalacademicgroup.com,,"… countries provide such entrepreneurship education for life-long trade to the students as well 
… is termed business because it is an organized activity-based practices, directed at providing …",http://globalacademicgroup.com/journals/nard/ENTREPRENEURSHIP%20EDUCATION%20FOR%20LIBRARY%20AND%20INFORMATION.pdf,True
The changing nature of enterprise: Addressing the challenge of Vesper and Gartner,"C Jones, K Penaluna, A Penaluna… - … and higher education, 2018 - journals.sagepub.com",2018 - journals.sagepub.com,,"… propositions about entrepreneurship education and enterprise education. We believe that 
it is … by the presence of specific entrepreneurship and enterprise zones, the delivery of pure …",https://journals.sagepub.com/doi/pdf/10.1177/0950422218804075,True
[HTML][HTML] Experiential Approaches: effective Pedagogy “for” Entrepreneurship in Entrepreneurship Education,"J Malywanga, Y Shi, X Yang - Open Journal of Social Sciences, 2020 - scirp.org",2020 - scirp.org,,"… pedagogy “for” Entrepreneurship education and it’s an … between learners, and exposing 
students to real entrepreneurial … , basically a stand-and-deliver approach’ hinder the outcome …",https://www.scirp.org/html/24-1763115_98620.htm,True
The QUT Innovation space: A trans-disciplinary learning environment for entrepreneurship education [Final Report 2014],"C Collet, J Roberts - 2014 - eprints.qut.edu.au",J Roberts - 2014 - eprints.qut.edu.au,,"… and it would not have had the life that it did without them. … ) was an experiment aimed at 
delivering entrepreneurship education (EE), … students of an Australian higher education institute. …",https://eprints.qut.edu.au/72840/,True
"Self-regulated learning, team learning and project performance in entrepreneurship education: Learning in a lean startup environment","R Harms - Technological forecasting and social change, 2015 - Elsevier",2015 - Elsevier,,"… It is based on the idea that entrepreneurs should make their … students gain knowledge and 
skills about entrepreneurship … the learning goals and to deliver creative solutions to external …",https://www.sciencedirect.com/science/article/pii/S0040162515000281,True
Mobile-learning platform for the development of entrepreneurial competences of the students,"N Tretyakova, A Lyzhin, E Chubarkova, M Uandykova… - 2021 - covid19.neicon.ru",M Uandykova… - 2021 - covid19.neicon.ru,,"… to adopt a student-centered model of delivering training material … platform into entrepreneurship 
education to increase … technologies in entrepreneurship education makes it possible to …",https://covid19.neicon.ru/publication/8171,True
[CITATION][C] Investigating the Influence of Social Entrepreneurship Education on the Entrepreneurial Intention of GSSE Students in USIU-A.,DW Wanjohi - 2016 - United States International …,DW Wanjohi - 2016 - United States International …,,,,True
Application of digital tools for the development of entrepreneurship competencies,"J Malach, N Kysil - Proceedings of the European Conference on …, 2019 - books.google.com",2019 - books.google.com,,"… If DLE is intended to be used for entrepreneurship education, we can call them … It shows 
that developed videos help entrepreneurial teams better deliver their business ideas to investors …",https://books.google.com/books?hl=en&lr=&id=ZMjBDwAAQBAJ&oi=fnd&pg=PA378&dq=deliver+entrepreneurship+education+to+ict+students&ots=NNO2wUShIO&sig=NRg5ck1kqNLT5G8bk5I0thp6LQE,True
Determinant Factors of Studentsâ€™ Entrepreneurial Intention: a Comparative Study,"D Purwana - Dinamika Pendidikan, 2018 - journal.unnes.ac.id",2018 - journal.unnes.ac.id,,"… Entrepreneurship education has a broad definition, covering … Thus, this study revealed that 
entrepreneurial education had … students are expected to be entrepreneurs in the future, it is …",https://journal.unnes.ac.id/nju/index.php/DP/article/view/12971,True
Leaving No-One behind: improving climate change and entrepreneurship education in Sub-Saharan africa through e-learning and innovative governance systems,"D Chirambo - … in Climate Change Education: Distance Learning for …, 2018 - Springer",2018 - Springer,,"… school students and the youth will be imperative since ICT modalities provide the means to 
which secondary school students can … change education; and secondary schools can provide …",https://link.springer.com/chapter/10.1007/978-3-319-70199-8_3,True
Strategies for pan-european implementation of blended learning for innovation and entrepreneurship (i&e) education,"G Pisoni - Education Sciences, 2019 - mdpi.com",2019 - mdpi.com,,"… New information and communication technologies (ICTs) provide educators and learners with 
… innovation and entrepreneurship education and on their current adoption of IT tools within …",https://www.mdpi.com/474992,True
[HTML][HTML] … Relationship between Entrepreneurship Education and Entrepreneurial Intentions of College Students in China: Focus on Mediating Effect of Entrepreneurial …,"H Zhang, R Regmi, Z Zhang, C Pan - Open Journal of Social Sciences, 2022 - scirp.org",2022 - scirp.org,,"… that the perception of entrepreneurship education among Chinese college … , it is important 
to provide entrepreneurship education for college students and aspiring entrepreneurs. The …",https://www.scirp.org/journal/paperinformation.aspx?paperid=122264,True
Perceived Influence of Business Education Curriculum on Entrepreneurship Skills of University Students,AM Uwagwu - 2021 - search.proquest.com,AM Uwagwu - 2021 - search.proquest.com,,"… It was concluded that business education curriculum had … Business education students 
would benefit immensely from the … entrepreneurship education is to provide business education …",https://search.proquest.com/openview/759c9ad62d388e50f7dcf8bb833af3b9/1?pq-origsite=gscholar&cbl=2026366&diss=y,True
Towards blended learning implementation of innovation and entrepreneurship (i&e) education within eit digital: The models and lessons learnt,"G Pisoni, G Guri, G Dion, JM Dalle… - EDULEARN18 …, 2018 - library.iated.org",2018 - library.iated.org,,"… entrepreneurship education, and on their (human) resources in place, as well as the level of 
adoption of IT … online starter kit traditionally delivered to students before the summer school. …",https://library.iated.org/view/PISONI2018TOW,True
[PDF][PDF] Entrepreneurial mathematics graduates,"K Houston, G Mulholland - University of Ulster, Jordanstown, 2003 - Citeseer",2003 - Citeseer,,"… an extensive survey of entrepreneurship education and training … for it, nor had we any 
confidence in our own ability to deliver … It is at this time that students will be thinking purposefully …",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=6e66c08b8813c26495d82354e9ae64514263ecfd,True
"ENTREPRENEURSHIP EDUCATION, INFORMATION LITERACY, AND ENTREPRENEURIAL INTERESTS: AN EMPIRICAL STUDY","A Syam, M Rakib, M Jufri, NF Utami… - … of Entrepreneurship …, 2021 - eprints.unm.ac.id",2021 - eprints.unm.ac.id,,"… can be started through entrepreneurship education which is … (SMK), but it will be faster if 
entrepreneurship education is also … Entrepreneurship education is expected to provide students …",http://eprints.unm.ac.id/20113/,True
[CITATION][C] Innovative Entrepreneurship Education: Positing an Integrative Model,"ME Egharevba, S Ukenna, ME Ogbari, S Barnabas… - Advances in Social …, 2022",2022,,,,True
Providing effective entrepreneurship education: a UK perspective,"P Jones, D Pickernell, R Connolly… - … of Entrepreneurship …, 2019 - elgaronline.com",2019 - elgaronline.com,,"… of entrepreneurship education (EE) based on the retrospective experiences of students … 
a recognition that it needs to provide fit-for-purpose curricula which provide graduates with …",https://www.elgaronline.com/abstract/edcoll/9781786438225/9781786438225.00018.xml,True
[PDF][PDF] The QUT Innovation space: A trans-disciplinary learning environment for entrepreneurship education,"C Collet, J Roberts, D Fischart, S Castles, T Playne… - researchgate.net",T Playne… - researchgate.net,,"… and it would not have had the life that it did without them. … ) was an experiment aimed at 
delivering entrepreneurship education (EE), … students of an Australian higher education institute. …",https://www.researchgate.net/profile/Chris-Collet/publication/263279961_The_QUT_Innovation_Space_A_trans-disciplinary_learning_environment_for_entrepreneurship_education_Final_Report/links/0f31753a75c049f238000000/The-QUT-Innovation-Space-A-trans-disciplinary-learning-environment-for-entrepreneurship-education-Final-Report.pdf,True
[CITATION][C] Strategy of Entrepreneurship Education Based on Digital Technology For Students In The World Working In Indonesia,"S Rohaetin - Jurnal Inovasi Ilmu Sosial dan Politik (JISoP), 2020",2020,,,,True
"Entrepreneurship Education: A Lifelong Learning Approach: edited by Sukanlaya Sawang, Switzerland: Springer, 2020. 144 pp.,€ 106, 99 (eBook), ISBN 978-3-030 …","N Irawan, TF Valentina - 2021 - Taylor & Francis",TF Valentina - 2021 - Taylor & Francis,,"… EE, Pedagogy, and Delivery chapter outline this book. … student engagement in establishing 
social enterprises and their social value. It also examines the social value that entrepreneurs …",https://www.tandfonline.com/doi/full/10.1080/08276331.2021.1952500,True
Student challenges in entrepreneurship education: planning for uncertainty,"S Solvoll, DH Haneberg - … Method in Entrepreneurship Education, 2022 - elgaronline.com",2022 - elgaronline.com,,"… to provide a response to the problem that would provide value … the student challenge and its 
pedagogical underpinnings, as it … literature on entrepreneurship education. Even though the …",https://www.elgaronline.com/abstract/book/9781800881150/book-part-9781800881150-20.xml,True
A Business Model Canvas Assignment in the Context of Experiential Entrepreneurship Education,"NR Babwah - The International Journal of Business & …, 2021 - sfimarresearchreview.org",2021 - sfimarresearchreview.org,,"… strategies to educate students about entrepreneurship is more … the students’ experience in 
this course can provide significant … it was very challenging for us to come up with our business …",http://www.sfimarresearchreview.org/index.php/theijbm/article/view/164229,True
TecHUB 4.0-Technology and entrepreneurship education for bridging the gap in smart product development,"M Ulmeanu, C Doicin, L Roșca, A Rennie, T Abram… - 2019 - eprints.lancs.ac.uk",T Abram… - 2019 - eprints.lancs.ac.uk,,"… in ICT, but also in management information systems, business … The goal of ULBS is to 
provide an integrated development … of technology entrepreneurship for HE students and SME …",https://eprints.lancs.ac.uk/id/eprint/148297/,True
Entrepreneurship Education from the European Union to the National Level,"A Cossiri - Italian J. Pub. L., 2021 - HeinOnline",2021 - HeinOnline,,"… for Entrepreneurship Education in Europe was approved: it … It is therefore suggested to 
deliver entrepreneurship … In particular, students participating in entrepreneurship education …",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/itajpul13&section=11,True
"My intentions, my choice! How does lecturers' competency influence entrepreneurial intention among undergraduate university students in Tanzania?","IJ Ismail - Cogent Education, 2022 - Taylor & Francis",2022 - Taylor & Francis,,"… knowledge, make it easier for students to share practical business skills, and use … of 
entrepreneurship education delivered by highly competent lecturers would be to instil in students a …",https://www.tandfonline.com/doi/abs/10.1080/2331186X.2022.2151237,True
Entrepreneurship Education in Engineering Curriculum: Some Insights Into Students' Viewpoints,"M Mani - Entrepreneurship, Collaboration, and Innovation in the …, 2018 - igi-global.com",2018 - igi-global.com,,"… students’ perception about the readiness of universities to provide entrepreneurship 
education… it gives all students the ability to view their careers and opportunities in a different light. …",https://www.igi-global.com/chapter/entrepreneurship-education-in-engineering-curriculum/202332,True
